chr	start	end	probeID	score	strand	targetENSG	targetHGNC	targetEntrez	targetBiotype	targetENSName
chr11	62454452	62454502	ILMN_2283216	37	-	ENSG00000177363	LRRN4CL	221091	protein_coding	LRRN4CL
chr11	62455101	62455151	ILMN_1697054	37	-	ENSG00000177363	LRRN4CL	221091	protein_coding	LRRN4CL
chr11	62457793	62457843	ILMN_1774596	37	-	ENSG00000168000	BSCL2	26580	protein_coding	BSCL2
chr11	62476559	62476609	ILMN_1806147	37	+	ENSG00000162188	GNG3	2785	protein_coding	GNG3
chr11	62482258	62482308	ILMN_2072091	37	-	ENSG00000214753	HNRNPUL2	221092	protein_coding	HNRNPUL2
chr11	62502869	62502919	ILMN_1685676	37	+	ENSG00000162222	TTC9C	283237	protein_coding	TTC9C
chr11	62502966	62503016	ILMN_2183389	37	+	ENSG00000162222	TTC9C	283237	protein_coding	TTC9C
chr11	62518510	62518560	ILMN_1689189	37	-	ENSG00000185670	ZBTB3	79842	protein_coding	ZBTB3
chr11	62533132	62533182	ILMN_1748438	37	+	ENSG00000168002	POLR2G	5436	protein_coding	POLR2G
chr11	62554736	62554786	ILMN_1727281	37	+	ENSG00000162227	TAF6L	10629	protein_coding	TAF6L
chr11	62557404	62557454	ILMN_3241979	37	+	ENSG00000185475	TMEM179B	374395	protein_coding	TMEM179B
chr11	62559857	62559907	ILMN_1705783	37	-	ENSG00000162231	NXF1	10482	protein_coding	NXF1
chr11	62559917	62559967	ILMN_2358652	37	-	ENSG00000162231	NXF1	10482	protein_coding	NXF1
chr11	62574425	62574475	ILMN_1749345	37	-	ENSG00000162236	STX5	6811	protein_coding	STX5
chr11	62574970	62575020	ILMN_1808860	37	-	ENSG00000162236	STX5	6811	protein_coding	STX5
chr11	62600394	62600444	ILMN_1809866	37	-	ENSG00000133316	WDR74	54663	protein_coding	WDR74
chr11	62619753	62619803	ILMN_3236713	37	-	ENSG00000255717	SNHG1	23642	processed_transcript	SNHG1
chr11	62648436	62648486	ILMN_1679041	37	+	ENSG00000168003	SLC3A2	6520	protein_coding	SLC3A2
chr11	62656093	62656143	ILMN_1726456	37	+	ENSG00000168003	SLC3A2	6520	protein_coding	SLC3A2
chr11	62676471	62676521	ILMN_1751689	37	-	ENSG00000168539	CHRM1	1128	protein_coding	CHRM1
chr11	62744142	62744192	ILMN_2405391	37	-	ENSG00000197901	SLC22A6	9356	protein_coding	SLC22A6
chr11	62744656	62744706	ILMN_2390017	37	-	ENSG00000197901	SLC22A6	9356	protein_coding	SLC22A6
chr11	62760496	62760546	ILMN_1783756	37	-	ENSG00000149452	SLC22A8	9376	protein_coding	SLC22A8
chr11	62911489	62911539	ILMN_3249105	37	-	ENSG00000197658	SLC22A24	283238	protein_coding	SLC22A24
chr11	62932026	62932076	ILMN_1740676	37	-	ENSG00000196600	SLC22A25	387601	protein_coding	SLC22A25
chr11	63059058	63059108	ILMN_1772557	37	+	ENSG00000184999	SLC22A10	387775	protein_coding	SLC22A10
chr11	63069938	63069988	ILMN_1768278	37	+	ENSG00000184999	SLC22A10	387775	protein_coding	SLC22A10
chr11	63079165	63079215	ILMN_1797119	37	+	ENSG00000184999	SLC22A10	387775	protein_coding	SLC22A10
chr11	63175614	63175664	ILMN_1777657	37	+	ENSG00000149742	SLC22A9	114571	protein_coding	SLC22A9
chr11	63177340	63177390	ILMN_2232339	37	+	ENSG00000149742	SLC22A9	114571	protein_coding	SLC22A9
chr11	63233577	63233627	ILMN_1674349	37	-	ENSG00000168004	HRASLS5	117245	protein_coding	HRASLS5
chr11	63283918	63283968	ILMN_1776283	37	+	ENSG00000133317	LGALS12	85329	protein_coding	LGALS12
chr11	63313649	63313699	ILMN_1701613	37	+	ENSG00000133321	RARRES3	5920	protein_coding	RARRES3
chr11	63320436	63320486	ILMN_1809259	37	-	ENSG00000133328	HRASLS2	54979	protein_coding	HRASLS2
chr11	63342070	63342120	ILMN_3226641	37	-	ENSG00000176485	PLA2G16	11145	protein_coding	PLA2G16
chr11	63396717	63396767	ILMN_1751086	37	-	ENSG00000184743	ATL3	25923	protein_coding	ATL3
chr11	63472324	63472374	ILMN_1691001	37	+	ENSG00000133318	RTN3	10313	protein_coding	RTN3
chr11	63488128	63488178	ILMN_1651652	37	+	ENSG00000133318	RTN3	10313	protein_coding	RTN3
chr11	63526864	63526914	ILMN_2320906	37	+	ENSG00000133318	RTN3	10313	protein_coding	RTN3
chr11	63528548	63528598	ILMN_1917221	37	-	ENSG00000188070	NA		lincRNA	C11orf95
chr11	63594955	63595005	ILMN_1795564	37	+	ENSG00000168005	C11orf84	144097	protein_coding	C11orf84
chr11	63671525	63671575	ILMN_1789692	37	+	ENSG00000072518	MARK2	2011	protein_coding	MARK2
chr11	63676501	63676551	ILMN_2413572	37	+	ENSG00000072518	MARK2	2011	protein_coding	MARK2
chr11	63678786	63678836	ILMN_1791366	37	-	ENSG00000167771	RCOR2	283248	protein_coding	RCOR2
chr11	63764267	63764317	ILMN_2265222	37	+	ENSG00000167770	OTUB1	55611	protein_coding	OTUB1
chr11	63765626	63765676	ILMN_1723871	37	+	ENSG00000167770	OTUB1	55611	protein_coding	OTUB1
chr11	63765820	63765870	ILMN_2354855	37	+	ENSG00000167770	OTUB1	55611	protein_coding	OTUB1
chr11	63886432	63886482	ILMN_1685056	37	+	ENSG00000126500	FLRT1	23769	protein_coding	FLRT1
chr11	63971730	63971780	ILMN_1789510	37	+	ENSG00000168439	STIP1	10963	protein_coding	STIP1
chr11	63991173	63991223	ILMN_2366330	37	+	ENSG00000149781	FERMT3	83706	protein_coding	FERMT3
chr11	63991386	63991436	ILMN_2364674	37	-	ENSG00000149743	TRPT1	83707	protein_coding	TRPT1
chr11	63996956	63997006	ILMN_1743582	37	+	ENSG00000149761	NUDT22	84304	protein_coding	NUDT22
chr11	64004939	64004989	ILMN_1801814	37	+	ENSG00000173511	VEGFB	7423	protein_coding	VEGFB
chr11	64006038	64006088	ILMN_1722855	37	+	ENSG00000173511	VEGFB	7423	protein_coding	VEGFB
chr11	64006192	64006242	ILMN_1726981	37	+	ENSG00000173511	VEGFB	7423	protein_coding	VEGFB
chr11	64006627	64006677	ILMN_1772274	37	+	ENSG00000173511	VEGFB	7423	protein_coding	VEGFB
chr11	64008459	64008509	ILMN_1807563	37	+	ENSG00000173486	FKBP2	2286	protein_coding	FKBP2
chr11	64009588	64009638	ILMN_1678080	37	+	ENSG00000173486	FKBP2	2286	protein_coding	FKBP2
chr11	64037635	64037685	ILMN_1738652	37	-	ENSG00000002330	BAD	572	protein_coding	BAD
chr11	64051851	64051901	ILMN_1720360	37	-	ENSG00000002330	BAD	572	protein_coding	BAD
chr11	64056912	64056962	ILMN_1804332	37	+	ENSG00000173264	GPR137	56834	protein_coding	GPR137
chr11	64058925	64058975	ILMN_1686791	37	+	ENSG00000182450	KCNK4	50801	protein_coding	KCNK4
chr11	64060297	64060347	ILMN_1801467	37	+	ENSG00000182450	KCNK4	50801	protein_coding	KCNK4
chr11	64067408	64067458	ILMN_1721027	37	+	ENSG00000182450	KCNK4	50801	protein_coding	KCNK4
chr11	64067509	64067559	ILMN_1680212	37	+	ENSG00000182450	KCNK4	50801	protein_coding	KCNK4
chr11	64083861	64083911	ILMN_1774272	37	+	ENSG00000173153	ESRRA	2101	protein_coding	ESRRA
chr11	64084767	64084817	ILMN_1690802	37	-	ENSG00000173113	TRMT112	51504	protein_coding	TRMT112
chr11	64088173	64088223	ILMN_1815024	37	+	ENSG00000126432	PRDX5	25824	protein_coding	PRDX5
chr11	64124518	64124568	ILMN_1772208	37	+	ENSG00000168071	CCDC88B	283234	protein_coding	CCDC88B
chr11	64136124	64136174	ILMN_3309041	37	+	ENSG00000221273	MIR1237	100302280	miRNA	MIR1237
chr11	64139428	64139478	ILMN_1756204	37	+	ENSG00000162302	RPS6KA4	8986	protein_coding	RPS6KA4
chr11	64338920	64338970	ILMN_1735386	37	+	ENSG00000168065	SLC22A11	55867	protein_coding	SLC22A11
chr11	64360889	64360939	ILMN_1662154	37	+	ENSG00000197891	SLC22A12	116085	protein_coding	SLC22A12
chr11	64369641	64369691	ILMN_1766083	37	+	ENSG00000197891	SLC22A12	116085	protein_coding	SLC22A12
chr11	64369761	64369811	ILMN_2408748	37	+	ENSG00000197891	SLC22A12	116085	protein_coding	SLC22A12
chr11	64373756	64373806	ILMN_1738684	37	-	ENSG00000110076	NRXN2	9379	protein_coding	NRXN2
chr11	64410066	64410116	ILMN_1763047	37	-	ENSG00000110076	NRXN2	9379	protein_coding	NRXN2
chr11	64494538	64494588	ILMN_2375319	37	-	ENSG00000068831	RASGRP2	10235	protein_coding	RASGRP2
chr11	64494770	64494820	ILMN_1794594	37	-	ENSG00000068831	RASGRP2	10235	protein_coding	RASGRP2
chr11	64511491	64511541	ILMN_2276397	37	-	ENSG00000068831	RASGRP2	10235	protein_coding	RASGRP2
chr11	64514049	64514099	ILMN_1720849	37	-	ENSG00000068976	PYGM	5837	protein_coding	PYGM
chr11	64533040	64533090	ILMN_1712560	37	-	ENSG00000168066	SF1	7536	protein_coding	SF1
chr11	64543697	64543747	ILMN_1776077	37	-	ENSG00000168066	SF1	7536	protein_coding	SF1
chr11	64544032	64544082	ILMN_1742808	37	-	ENSG00000168066	SF1	7536	protein_coding	SF1
chr11	64556660	64556710	ILMN_1723625	37	-	ENSG00000168067	MAP4K2	5871	protein_coding	MAP4K2
chr11	64571190	64571240	ILMN_1721963	37	-	ENSG00000133895	MEN1	4221	protein_coding	MEN1
chr11	64571467	64571517	ILMN_2340877	37	-	ENSG00000133895	MEN1	4221	protein_coding	MEN1
chr11	64577913	64577963	ILMN_1683298	37	-	ENSG00000133895	MEN1	4221	protein_coding	MEN1
chr11	64578432	64578482	ILMN_2277877	37	-	ENSG00000133895	MEN1	4221	protein_coding	MEN1
chr11	64620296	64620346	ILMN_1651832	37	-	ENSG00000110047	EHD1	10938	protein_coding	EHD1
chr11	64658638	64658688	ILMN_3308906	37	-	ENSG00000207648	MIR192	406967	miRNA	MIR192
chr11	64658847	64658897	ILMN_3309955	37	-	ENSG00000229719	MIR194-2	406970	lincRNA	MIR194-2
chr11	64662130	64662180	ILMN_1756006	37	-	ENSG00000110046	ATG2A	23130	protein_coding	ATG2A
chr11	64701703	64701753	ILMN_2124082	37	+	ENSG00000068971	PPP2R5B	5526	protein_coding	PPP2R5B
chr11	64702293	64702343	ILMN_1766204	37	-	ENSG00000149735	GPHA2	170589	protein_coding	GPHA2
chr11	64705968	64706018	ILMN_2182850	37	-	ENSG00000168070	C11orf85	283129	protein_coding	C11orf85
chr11	64707169	64707219	ILMN_1808914	37	-	ENSG00000168070	C11orf85	283129	protein_coding	C11orf85
chr11	64755674	64755724	ILMN_1690241	37	-	ENSG00000168062	BATF2	116071	protein_coding	BATF2
chr11	64789603	64789653	ILMN_1787879	37	+	ENSG00000213465	ARL2	402	protein_coding	ARL2
chr11	64806217	64806267	ILMN_1676978	37	+	ENSG00000110025	SNX15	29907	protein_coding	SNX15
chr11	64807732	64807782	ILMN_2378670	37	+	ENSG00000110025	SNX15	29907	protein_coding	SNX15
chr11	64812105	64812155	ILMN_1776674	37	+	ENSG00000168061	SAC3D1	29901	protein_coding	SAC3D1
chr11	64812405	64812455	ILMN_1770963	37	-	ENSG00000168060	NAALADL1	10004	protein_coding	NAALADL1
chr11	64845106	64845156	ILMN_1683450	37	-	ENSG00000146670	CDCA5	113130	protein_coding	CDCA5
chr11	64855671	64855721	ILMN_1693039	37	+	ENSG00000162300	ZFPL1	7542	protein_coding	ZFPL1
chr11	64883367	64883417	ILMN_1690040	37	+	ENSG00000149809	TM7SF2	7108	protein_coding	TM7SF2
chr11	64884124	64884174	ILMN_1810392	37	-	ENSG00000174276	ZNHIT2	741	protein_coding	ZNHIT2
chr11	64894479	64894529	ILMN_1681324	37	+	ENSG00000149792	MRPL49	740	protein_coding	MRPL49
chr11	64894911	64894961	ILMN_1803143	37	-	ENSG00000162298	SYVN1	84447	protein_coding	SYVN1
chr11	64895369	64895419	ILMN_2339691	37	-	ENSG00000162298	SYVN1	84447	protein_coding	SYVN1
chr11	64979349	64979399	ILMN_1705261	37	+	ENSG00000014216	CAPN1	823	protein_coding	CAPN1
chr11	65004218	65004268	ILMN_3239050	37	+	ENSG00000197847	SLC22A20	440044	pseudogene	SLC22A20
chr11	65064971	65065021	ILMN_1696713	37	+	ENSG00000014138	POLA2	23649	protein_coding	POLA2
chr11	65089689	65089739	ILMN_1652777	37	+	ENSG00000149798	CDC42EP2	10435	protein_coding	CDC42EP2
chr11	65120172	65120222	ILMN_1734317	37	+	ENSG00000133884	DPF2	5977	protein_coding	DPF2
chr11	65124501	65124551	ILMN_1695878	37	+	ENSG00000173825	TIGD3	220359	protein_coding	TIGD3
chr11	65142852	65142902	ILMN_1810727	37	-	ENSG00000162241	SLC25A45	283130	protein_coding	SLC25A45
chr11	65143192	65143242	ILMN_2371397	37	-	ENSG00000162241	SLC25A45	283130	protein_coding	SLC25A45
chr11	65180770	65180820	ILMN_3241870	37	+	ENSG00000126391	FRMD8	83786	protein_coding	FRMD8
chr11	65274271	65274321	ILMN_2141650	37	+	ENSG00000251562	MALAT1	378938	lincRNA	MALAT1
chr11	65305962	65306012	ILMN_1731991	37	+	ENSG00000142186	SCYL1	57410	protein_coding	SCYL1
chr11	65306879	65306929	ILMN_1805395	37	-	ENSG00000168056	LTBP3	4054	protein_coding	LTBP3
chr11	65319301	65319351	ILMN_1792927	37	-	ENSG00000168056	LTBP3	4054	protein_coding	LTBP3
chr11	65320367	65320417	ILMN_1737107	37	-	ENSG00000168056	LTBP3	4054	protein_coding	LTBP3
chr11	65341442	65341492	ILMN_1804117	37	+	ENSG00000176973	FAM89B	23625	protein_coding	FAM89B
chr11	65359946	65359996	ILMN_3244457	37	+	ENSG00000173442	EHBP1L1	254102	protein_coding	EHBP1L1
chr11	65360944	65360994	ILMN_2304577	37	-	ENSG00000173338	KCNK7	10089	protein_coding	KCNK7
chr11	65365373	65365423	ILMN_1651788	37	-	ENSG00000173327	MAP3K11	4296	protein_coding	MAP3K11
chr11	65404593	65404643	ILMN_1783350	37	+	ENSG00000197136	PCNXL3	399909	protein_coding	PCNXL3
chr11	65417907	65417957	ILMN_2415536	37	+	ENSG00000213445	SIPA1	6494	protein_coding	SIPA1
chr11	65418303	65418353	ILMN_1682930	37	+	ENSG00000213445	SIPA1	6494	protein_coding	SIPA1
chr11	65422011	65422061	ILMN_1705266	37	-	ENSG00000173039	RELA	5970	protein_coding	RELA
chr11	65479783	65479833	ILMN_1724138	37	+	ENSG00000172977	KAT5	10524	protein_coding	KAT5
chr11	65485561	65485611	ILMN_3251565	37	-	ENSG00000172922	RNASEH2C	84153	protein_coding	RNASEH2C
chr11	65486737	65486787	ILMN_1759789	37	+	ENSG00000172977	KAT5	10524	protein_coding	KAT5
chr11	65487076	65487126	ILMN_1765518	37	-	ENSG00000172922	RNASEH2C	84153	protein_coding	RNASEH2C
chr11	65564318	65564368	ILMN_1692936	37	+	ENSG00000172818	OVOL1	5017	protein_coding	OVOL1
chr11	65620904	65620954	ILMN_1683737	37	+	ENSG00000172803	SNX32	254122	protein_coding	SNX32
chr11	65633655	65633705	ILMN_1780937	37	+	ENSG00000172732	MUS81	80198	protein_coding	MUS81
chr11	65633991	65634041	ILMN_1653203	37	-	ENSG00000172638	EFEMP2	30008	protein_coding	EFEMP2
chr11	65651131	65651181	ILMN_1794364	37	+	ENSG00000172543	CTSW	1521	protein_coding	CTSW
chr11	65651241	65651291	ILMN_2411139	37	-	ENSG00000172500	FIBP	9158	protein_coding	FIBP
chr11	65651410	65651460	ILMN_1657797	37	-	ENSG00000172500	FIBP	9158	protein_coding	FIBP
chr11	65658650	65658700	ILMN_1657332	37	+	ENSG00000175602	CCDC85B	11007	protein_coding	CCDC85B
chr11	65659978	65660028	ILMN_1771841	37	-	ENSG00000175592	FOSL1	8061	protein_coding	FOSL1
chr11	65684518	65684568	ILMN_1757847	37	-	ENSG00000175573	C11orf68	83638	protein_coding	C11orf68
chr11	65688881	65688931	ILMN_2112301	37	+	ENSG00000175550	DRAP1	10589	protein_coding	DRAP1
chr11	65726736	65726786	ILMN_1765427	37	+	ENSG00000175513	TSGA10IP	254187	polymorphic_pseudogene	TSGA10IP
chr11	65747133	65747183	ILMN_1680145	37	+	ENSG00000175467	SART1	9092	protein_coding	SART1
chr11	65769929	65769979	ILMN_1749243	37	+	ENSG00000175334	BANF1	8815	protein_coding	BANF1
chr11	65771202	65771252	ILMN_2179837	37	+	ENSG00000175334	BANF1	8815	protein_coding	BANF1
chr11	65779697	65779747	ILMN_1698666	37	+	ENSG00000175315	CST6	1474	protein_coding	CST6
chr11	65784320	65784370	ILMN_1789394	37	-	ENSG00000175294	CATSPER1	117144	protein_coding	CATSPER1
chr11	65809552	65809602	ILMN_1697081	37	-	ENSG00000175229	GAL3ST3	89792	protein_coding	GAL3ST3
chr11	65835699	65835749	ILMN_1775939	37	+	ENSG00000087365	SF3B2	10992	protein_coding	SF3B2
chr11	66011872	66011922	ILMN_1716488	37	+	ENSG00000175115	PACS1	55690	protein_coding	PACS1
chr11	66034080	66034130	ILMN_1653470	37	+	ENSG00000174996	KLC2	64837	protein_coding	KLC2
chr11	66034907	66034957	ILMN_1779064	37	+	ENSG00000174996	KLC2	64837	protein_coding	KLC2
chr11	66044498	66044548	ILMN_1664030	37	+	ENSG00000174903	RAB1B	81876	protein_coding	RAB1B
chr11	66045958	66046008	ILMN_1762802	37	+	ENSG00000174871	CNIH2	254263	protein_coding	CNIH2
chr11	66048984	66049034	ILMN_1808903	37	+	ENSG00000174871	CNIH2	254263	protein_coding	CNIH2
chr11	66051235	66051285	ILMN_2349696	37	+	ENSG00000174871	CNIH2	254263	protein_coding	CNIH2
chr11	66051535	66051585	ILMN_1698733	37	+	ENSG00000174871	CNIH2	254263	protein_coding	CNIH2
chr11	66052106	66052156	ILMN_1712975	37	-	ENSG00000174851	YIF1A	10897	protein_coding	YIF1A
chr11	66063929	66063979	ILMN_1709659	37	+	ENSG00000179292	TMEM151A	256472	protein_coding	TMEM151A
chr11	66063946	66063996	ILMN_1710553	37	+	ENSG00000179292	TMEM151A	256472	protein_coding	TMEM151A
chr11	66082065	66082115	ILMN_1726589	37	-	ENSG00000174807	CD248	57124	protein_coding	CD248
chr11	66099722	66099772	ILMN_1660858	37	-	ENSG00000174791	RIN1	9610	protein_coding	RIN1
chr11	66104848	66104898	ILMN_2398432	37	-	ENSG00000174744	BRMS1	25855	protein_coding	BRMS1
chr11	66105279	66105329	ILMN_1719165	37	-	ENSG00000174744	BRMS1	25855	protein_coding	BRMS1
chr11	66112926	66112976	ILMN_3246214	37	-	ENSG00000174684	B3GNT1	11041	protein_coding	B3GNT1
chr11	66130157	66130207	ILMN_1730809	37	-	ENSG00000174669	SLC29A2	3177	protein_coding	SLC29A2
chr11	66194099	66194149	ILMN_1726459	37	+	ENSG00000174576	NPAS4	266743	protein_coding	NPAS4
chr11	66203399	66203449	ILMN_1690371	37	-	ENSG00000174547	MRPL11	65003	protein_coding	MRPL11
chr11	66204291	66204341	ILMN_1676458	37	-	ENSG00000174547	MRPL11	65003	protein_coding	MRPL11
chr11	66204622	66204672	ILMN_2316540	37	-	ENSG00000174547	MRPL11	65003	protein_coding	MRPL11
chr11	66244503	66244553	ILMN_2176931	37	+	ENSG00000174516	PELI3	246330	protein_coding	PELI3
chr11	66264763	66264813	ILMN_1747412	37	+	ENSG00000254986	DPP3	10072	protein_coding	DPP3
chr11	66276735	66276785	ILMN_1700822	37	+	ENSG00000254986	DPP3	10072	protein_coding	DPP3
chr11	66276740	66276790	ILMN_2349129	37	+	ENSG00000254986	DPP3	10072	protein_coding	DPP3
chr11	66300790	66300840	ILMN_1800590	37	+	ENSG00000174483	BBS1	582	protein_coding	BBS1
chr11	66306854	66306904	ILMN_1687626	37	-	ENSG00000174165	ZDHHC24	254359	protein_coding	ZDHHC24
chr11	66330614	66330664	ILMN_1665691	37	+	ENSG00000248746	ACTN3	89	polymorphic_pseudogene	ACTN3
chr11	66331198	66331248	ILMN_1804955	37	-	ENSG00000174080	CTSF	8722	protein_coding	CTSF
chr11	66357872	66357922	ILMN_1706691	37	-	ENSG00000182791	CCDC87	55231	protein_coding	CCDC87
chr11	66360696	66360746	ILMN_2290998	37	+	ENSG00000173992	CCS	9973	protein_coding	CCS
chr11	66373368	66373418	ILMN_1766797	37	+	ENSG00000173992	CCS	9973	protein_coding	CCS
chr11	66373986	66374036	ILMN_1748407	37	+	ENSG00000173992	CCS	9973	protein_coding	CCS
chr11	66394700	66394750	ILMN_1700604	37	+	ENSG00000239306	RBM14	10432	protein_coding	RBM14
chr11	66405945	66405995	ILMN_1682875	37	+	ENSG00000173933	RBM4	5936	protein_coding	RBM4
chr11	66407424	66407474	ILMN_1709042	37	+	ENSG00000173933	RBM4	5936	protein_coding	RBM4
chr11	66410925	66410975	ILMN_1757439	37	+	ENSG00000173933	RBM4	5936	protein_coding	RBM4
chr11	66413941	66413991	ILMN_1673697	37	+	ENSG00000173933	RBM4	5936	protein_coding	RBM4
chr11	66432705	66432755	ILMN_1743104	37	-	ENSG00000173914	RBM4B	83759	protein_coding	RBM4B
chr11	66452879	66452929	ILMN_1667079	37	-	ENSG00000173898	SPTBN2	6712	protein_coding	SPTBN2
chr11	66610746	66610796	ILMN_1790637	37	+	ENSG00000173715	C11orf80	79703	protein_coding	C11orf80
chr11	66613369	66613419	ILMN_2337492	37	+	ENSG00000173653	RCE1	9986	protein_coding	RCE1
chr11	66613798	66613848	ILMN_1685002	37	+	ENSG00000173653	RCE1	9986	protein_coding	RCE1
chr11	66616137	66616187	ILMN_1671489	37	-	ENSG00000173599	PC	5091	protein_coding	PC
chr11	66616205	66616255	ILMN_2340347	37	-	ENSG00000173599	PC	5091	protein_coding	PC
chr11	66627741	66627791	ILMN_1809417	37	+	ENSG00000173621	LRFN4	78999	protein_coding	LRFN4
chr11	66742873	66742923	ILMN_3239232	37	+	ENSG00000173237	C11orf86	254439	protein_coding	C11orf86
chr11	66818077	66818127	ILMN_1815610	37	+	ENSG00000173227	SYT12	91683	protein_coding	SYT12
chr11	66839253	66839303	ILMN_2089167	37	+	ENSG00000173156	RHOD	29984	protein_coding	RHOD
chr11	67053924	67053974	ILMN_3307926	37	+	ENSG00000173020	ADRBK1	156	protein_coding	ADRBK1
chr11	67054219	67054269	ILMN_1673330	37	+	ENSG00000173020	ADRBK1	156	protein_coding	ADRBK1
chr11	67059964	67060014	ILMN_1672356	37	+	ENSG00000172932	ANKRD13D	338692	protein_coding	ANKRD13D
chr11	67066836	67066886	ILMN_1807112	37	+	ENSG00000172932	ANKRD13D	338692	protein_coding	ANKRD13D
chr11	67067835	67067885	ILMN_1660183	37	+	ENSG00000172932	ANKRD13D	338692	protein_coding	ANKRD13D
chr11	67068400	67068450	ILMN_1667830	37	+	ENSG00000172932	ANKRD13D	338692	protein_coding	ANKRD13D
chr11	67068870	67068920	ILMN_1790351	37	+	ENSG00000172932	ANKRD13D	338692	protein_coding	ANKRD13D
chr11	67077577	67077627	ILMN_1670185	37	+	ENSG00000172830	SSH3	54961	protein_coding	SSH3
chr11	67079928	67079978	ILMN_1755234	37	+	ENSG00000172830	SSH3	54961	protein_coding	SSH3
chr11	67119283	67119333	ILMN_1803772	37	-	ENSG00000175482	POLD4	57804	protein_coding	POLD4
chr11	67131876	67131926	ILMN_1661197	37	-	ENSG00000175505	CLCF1	23529	protein_coding	CLCF1
chr11	67165522	67165572	ILMN_1684183	37	+	ENSG00000172613	RAD9A	5883	protein_coding	RAD9A
chr11	67165967	67166017	ILMN_2377980	37	-	ENSG00000172531	PPP1CA	5499	protein_coding	PPP1CA
chr11	67166413	67166463	ILMN_1695827	37	-	ENSG00000172531	PPP1CA	5499	protein_coding	PPP1CA
chr11	67177371	67177421	ILMN_1710434	37	+	ENSG00000175463	TBC1D10C	374403	protein_coding	TBC1D10C
chr11	67203055	67203105	ILMN_1672417	37	-	ENSG00000213402	PTPRCAP	5790	protein_coding	PTPRCAP
chr11	67205652	67205702	ILMN_1653708	37	-	ENSG00000172725	CORO1B	57175	protein_coding	CORO1B
chr11	67205913	67205963	ILMN_2377019	37	-	ENSG00000172725	CORO1B	57175	protein_coding	CORO1B
chr11	67218927	67218977	ILMN_1659982	37	-	ENSG00000175514	GPR152	390212	protein_coding	GPR152
chr11	67226447	67226497	ILMN_1688864	37	+	ENSG00000175544	CABP4	57010	protein_coding	CABP4
chr11	67232061	67232111	ILMN_1770977	37	-	ENSG00000172663	TMEM134	80194	protein_coding	TMEM134
chr11	67232109	67232159	ILMN_2340721	37	-	ENSG00000172663	TMEM134	80194	protein_coding	TMEM134
chr11	67258452	67258502	ILMN_2103841	37	+	ENSG00000110711	AIP	9049	protein_coding	AIP
chr11	67259346	67259396	ILMN_1653220	37	-	ENSG00000110697	PITPNM1	9600	protein_coding	PITPNM1
chr11	67274241	67274291	ILMN_1690653	37	-	ENSG00000167797	CDK2AP2	10263	protein_coding	CDK2AP2
chr11	67286545	67286595	ILMN_2398815	37	-	ENSG00000167791	CABP2	51475	protein_coding	CABP2
chr11	67286550	67286600	ILMN_1760288	37	-	ENSG00000167791	CABP2	51475	protein_coding	CABP2
chr11	67290074	67290124	ILMN_1720136	37	-	ENSG00000167791	CABP2	51475	protein_coding	CABP2
chr11	67353991	67354041	ILMN_1679809	37	+	ENSG00000084207	GSTP1	2950	protein_coding	GSTP1
chr11	67395745	67395795	ILMN_2175659	37	-	ENSG00000167799	NUDT8	254552	protein_coding	NUDT8
chr11	67410164	67410214	ILMN_1670193	37	-	ENSG00000132744	ACY3	91703	protein_coding	ACY3
chr11	67429787	67429837	ILMN_1763666	37	-	ENSG00000132746	ALDH3B2	222	protein_coding	ALDH3B2
chr11	67430050	67430100	ILMN_2363880	37	-	ENSG00000132746	ALDH3B2	222	protein_coding	ALDH3B2
chr11	67441918	67441968	ILMN_1761514	37	-	ENSG00000132746	ALDH3B2	222	protein_coding	ALDH3B2
chr11	67758686	67758736	ILMN_2193591	37	-	ENSG00000110057	UNC93B1	81622	protein_coding	UNC93B1
chr11	67764106	67764156	ILMN_1654812	37	-	ENSG00000110057	UNC93B1	81622	protein_coding	UNC93B1
chr11	67785998	67786048	ILMN_1727965	37	+	ENSG00000006534	ALDH3B1	221	protein_coding	ALDH3B1
chr11	67796546	67796596	ILMN_1728662	37	+	ENSG00000006534	ALDH3B1	221	protein_coding	ALDH3B1
chr11	67804017	67804067	ILMN_1794132	37	+	ENSG00000110717	NDUFS8	4728	protein_coding	NDUFS8
chr11	67810614	67810664	ILMN_1714859	37	+	ENSG00000110719	TCIRG1	10312	protein_coding	TCIRG1
chr11	67818026	67818076	ILMN_1711994	37	+	ENSG00000110719	TCIRG1	10312	protein_coding	TCIRG1
chr11	67820495	67820545	ILMN_1658504	37	-	ENSG00000110721	CHKA	1119	protein_coding	CHKA
chr11	67820574	67820624	ILMN_1691151	37	-	ENSG00000110721	CHKA	1119	protein_coding	CHKA
chr11	67849018	67849068	ILMN_1812380	37	-	ENSG00000110721	CHKA	1119	protein_coding	CHKA
chr11	67849364	67849414	ILMN_1687429	37	-	ENSG00000110721	CHKA	1119	protein_coding	CHKA
chr11	67857281	67857331	ILMN_1720297	37	-	ENSG00000110721	CHKA	1119	protein_coding	CHKA
chr11	67923689	67923739	ILMN_1692107	37	-	ENSG00000110066	SUV420H1	51111	protein_coding	SUV420H1
chr11	67933396	67933446	ILMN_1692026	37	-	ENSG00000110066	SUV420H1	51111	protein_coding	SUV420H1
chr11	67934587	67934637	ILMN_1669598	37	-	ENSG00000110066	SUV420H1	51111	protein_coding	SUV420H1
